text,label
"sangat kecewa,hotel ac tidak dingin,colokan mati,telpon tidak berfungsi,kamar mandi bau,tidak bisa change room,jadi saya chek out tengah malam mencari hotel lain",0
resepsionis tidak ramah . identitas asli ditahan . proses check out berbelit,0
"di wc banyk cacing, tempat sarapan tidak layak, AC panas banget",0
"Pelayanan dr sekurity gak baik, air kmr mandi bau",0
kamar nya kotor,0
Sarapan makannya gak bebas,0
pelayanan ramah..tempat bersih dan juga aman untuk kendaraan,1
"Sangat menyesal. Uang dposit 200k tdk dikembalikan krn alasan noda, pdhal pihak Rseption mengakui ada noda lama di selimut saya yg gabisa ilang. Ac kamar panas, flas closet macet. Teras bnyk kotoran kucing. Gak rekomended bgt buat kalian. Msh bnyk tempat yg layak dan harga lebih terjangkau.",0
Kamarnya tolong lebih diperhatikan biar kulkasnya sampe gabau gitu amat. ,0
"""B"" saja, suasana nya Anyep, kasur keras, lingkungan bising (5/10)",0
"kamar tidak bersih banyak kecoa dan kasur n
ya buruk.",0
"lokasi hotel strategis di kota denpasar, dekat dengan pusat perbelanjaan/mall, restoran dan hiburan. kamar kurang bersih, linen dan handuk kotor, toilet bocor, sudah info namun tidak diperbaiki. staf hotel kurang ramah. restoran dihotel ini tutup, sarapan sederhana diantar kekamar.",0
"Baru datang saya langsung check out krn kamar tidak nyaman, kotor (banyak pasir rumah serangga), berisik krn air toilet mengucur terus, pulsa listrik blm diisi. Harusnya dicek dulu sblm tamu datang kan ya? Murah dan kecil boleh, tp bersih dan nyaman itu penting.",0
pelayanan jelek bgt..rasa mau pindah hotel aja...gak ramah karyawan nya... mau sarapan pagi aja..kita sebagai tamu bisa di atur. waduhhhh masak yg bayar yg di atur. kacau,0
"tidak 24jam,
kos""an yg kerjasama dg airy.
kamar mandi ada kelabangnya 

",0
kamar bersih tapi sayang tidak dapat godie bag airy.wc tidak ada keset,0
"Standar, aja... Tdk spt standarisasi dari Airy...",0
"resepsionisnya suka hilang, kamarnya tidak jelas administrasinya.",0
lampu kamar hotel & tv tidak menyala. kamar mandi hotel tidak bersih. Pelayanan dari pihak hotel lama.,0
mba mba penjaga nya judes judes.. apalagi yg mba2 yg aga tua.. judes muka nya,0
"Kamar tidak sesuai pesanan. Kamar mandi shower rusak, lap kaki gaada, WIFI gak sampai kamar. Improve lah fasilitas",0
"Ac panas, perlengkapan mandi tidak sesuai foto",0
"ruangan baunya apek dan AC gak dingin.seharusnya sewaktu beres2 kamar sebelum pelanggan check in dipastikan dulu semua fasilitas kamar bekerja dengan baik, tidak ada yg rusak atau kurang dan diberi 
pengharum ruangan...tolong diperhatikan lagi kelengkapan dan kebersihan kamarnya.meskipun respon terhadap keluhan pelanggan cepat tp lbh baik mncegah ",0
pemiliknya tidak mengizinkan kurang dari jam 2 siang untuk check in.. kami bayar booking juga ga bisa.. alhasil 5 jam kami tunggu diluar masuk angin.. batal liburan akhirnya,0
"SUKSES&NO COMMENT utk AIRY cuman utk hotel Pasah Asi yg kami tinggali..sangat mengecewakan dari:
1.WC yg sering mampat&telepon dalam kamar tidak berfungsi sehingga sy harus naik-turun 1 lantai(krn bertempat di lantai 2).
2.Breakfast&teh sebelum jam 9 (jadwal akhir sarapan s/d jam9)sudah kehabisan&pihak hotel tidak bersedia me-refill lagi.",0
"Front office ramah, kamar bersih, pemanas air tidak ada padahal pengen minum hangat, pelayanan cepat",1
kurang bersih dan perabotannya tua. keliatan serem. dan kurang nyaman.,0
Kamar bocor. entah air darimana. ,0
"tempat tidurnya bunyi, makanannya sangat mengecewakan, parah banget.",0
"Harganya mahal, ac kurang dingin, ada spot kotor, sabun dan shampoo terlalu kecil, akses jalan menuju hotel agak memutar",0
saat masuk ke kamar ternyata kamar tsb ada yang pakai krn terlihat masih banyak barang didlm kamar. Untungnya pemilik kamar sedang tidak ada. Coba kalo ada pasti kami sudah malu krn membuka kamar orang. Akhirnya kami diberi kamar lain dengan diantar oleh pegawai krn kami takut kalo kamar ada yg menempati lg. ,0
selalu saja harus minta handuk satu lagi(padahal kita menginap untuk dua orang) kenapa tidak dari awal di kamar disiapkan handuk untuk 2 orang,0
"kamar nyaman,bagus,harga sangat terjangkau",1
"Sy&kluarga kecil menginap 2hr untuk jln2,kuliner&lbr an di kota bogor..Lokasi strategis..utk kamar bersih. Hanya parkiran yang kurang luas,tp tidak masalah karena security bantu untuk posisi parkir dengan kunci mobil dititip.",1
kebetulan kemarin nginap ga ada snacknya. trus kalo bisa buat airy disini untuk handuknya bisa di bungkus plastik jgn dibiarkan terlipat biasa. ,0
"Banyak binatang di dalam kamar dan wc, kamar bau. Yang paling kecewa si banyak binatang di dalam kamar dan kasur",0
air nya kurang dan kecil  buat mandi,0
ada kecoak,0
Dikasih kamar rusak lalu dipindahkan ke kamar yg lantai kamar mandinya belumut dan tdk ada teleponnya. Breakfast lontongnya pecah jd seperti nasi,0
"informasi tidak kongreert. . . kali ini sedikit mengecewakan
",0
"petgas ramah. kamar luas. kebersihan kamar mandi kotor. untuk toileteris tdk ada tisue. tdk ada sisir didlm dompet kecil biru. kata petugas tdk ada. 
snack tdk lengkap. hanya bubur instan 
saja dan mineral gelas. 
lokasi terlalu dalam. susah dijangkau. 
",0
"kalau harga di yg paling mahal 500an (versi traveloka). Tapi... sarapannya ya ampun, baru ini nemu hotel sarapannya ngasal. bgt begitu. Udah begitu karyawannya ga jujur, charger ketinggalan dikamar diembat juga. Jera jera",0
"terkecoh..booking 1room terteta 1org[5/2, 4:49 PM] Mesna: Pilih dr fotony gpp
[5/2, 4:49 PM] Mesna: Minon lucu tpi ga ccok
[5/2, 4:49 PM] Mesna: Bisa pke y logo jg bole
[5/2, 4:54 PM] Mesna: Ato yg kmbng asli?
[5/2, 4:55 PM] Mesna: Terserah sj mei..spg foto bgus
[5/2, 4:57 PM] ciauli: Kl
tdk bisa batal tpi hrs pske
ternyata beli di konter lbh murah",0
Tidak sesuai gambar,0
"Ac nggak dingin sama sekali, saluran tv ada tulisan di tengah nggak bisa hilang.",0
"Kecewa, Saya pesan kamar standart double. Tapi saya dapat kamar standart twin. Krn saya yg membawa anak bayi jadi agak repot krn bednya begitu. Semoga tidak terulang lagi. Utk lain2nya bagus. ",0
"Ac tidak dingin,(bocor) . 
Stop kontak tidak ada arus listrik, sehingga tidak bisa mengecas hp. 
Jika malam terdengar suara tikus berlari di atas plafon kamar. 
Handuk hanya tersedia 1
",0
air panasnya g nyala...,0
"So Far sih puas ya sama fasilitas yg di dapat sesuai harganya, akses mudah. Bakalan nginep lagi dan rekomendasiin juga ke temen2 .",1
Tidak dapat Snack airy nya.. saya lapar ,0
"Ukuran kamar sangat kecil tidak sesuai dengan gambar yang tercantum.

untuk harga dan lokasi sangat strategis serta cukup murah jika kamar sesuai gambar",0
Berisik suara genset di luar,0
air panas untuk mandi sangat kecil keluar dari sowernya tidak lancar....,0
"sempit tempat nya,sangat bau cat",0
"Kamar bersih dan wangi, tempatnya tenang cocok buat istirahat",1
"kamar bnyak debu nya. 
kurang bersih
",0
kamar tidak dibersihkan,0
"Tidak menerima kamar Yg Sesuai BAYAR Percuma hangus begitu saja. 
digantiin Sih Sbenarnya Roomnya Tpi di Suruh Nambah Eh nyatanya ACNYA gak fungsi ?? Jadi Kami Pergi saja  Sangat Kecewa Padahal Udh Langganan Airy??",0
sangat kecewa. kamarnya bukan airroom. ac nya berisik. showernya rusak. tempat tidurnya ga bersih,0
"lemari gak ada, adanya kaya tempat penitipan barang kalo di swalayan, shower nya gak nyala sabun nya gak ada dikit banget, tv jadul kursi kayu jadul, kasurnya jelek parah selimutnya apalagi jelek trus sprey nya pakr kain polos dong , kamar mandinya gk bisa di ttup keran gak jalan,trus ktor parah, tru sarapan nya mie rebus PARAH kya ada di rmh hantu",0
Masa parkirannya bayar sih 5000 bukannya harusnya gratis ya,0
bantalnya bau ... ,0
pelayanan k kmr'a lama trz udah gt pas Qt naik lg k kamar AC'a ga bs di nyalakan lg....cz remote Ac'a d bw m petugas jd bingung mau nyalain'a lg,0
"Tempat kurang bersih,airnya kecil dan tidak ada air hangat,
",0
"panas, kurang bersih, air panas tidak ada",0
Bad reception,0
hotelnya jlk...kamar mandinya jg ga bgs,0
"kamarnya kecil, ga ada lift, t4 ok",0
ada connecting doornya dan itu cukup mengganggu,0
"Tolong di perbaiki showernya dan yang lainnya bagus semua,,,",0
sedang renovasi jadi kurang nyaman,0
"Tempatnya dan kamarnya bersih, nyaman, lokasinya strategis, parkirnya juga luas. Sayangnya cuma untuk menginap tidak ada makanan atau minuman, Jadi harus keluar atau go food untuk beli makanan.",1
Great services and good experiences.,1
sangat mengecewakan pelayanan check in dan check out lama sekali dan tidak ramah.  handuk hanya satu dan sprei kotor seperti tdk di ganti,0
This hotel have big building compare to others (airy). The officer given aminities and cleaned the room every day. You can find more food shop around that place. The problem is general problem for airy that is there was no lift so if you have more lugages you must carry out all by your self and the electricity oftenly switched off suddenly.,1
"saluran buangan air di kamar mandi sangat bau dan mengganggu, makanan sarapan kurang menarik, pendingin ruangan kurang baik",0
susah buat tidur....suara berisik dari luar,1
"jaringan wifi nya buruk....
yg lain ok smua lah.....
",0
Tempatnya nyaman dan enak banget. Ramah juga ibunya waktu melayani check in dan check out. Over all bagus,1
kasurnya udh tdk layak..,0
kamarnya kecil sekali,0
"sangat kecewa karena saya tertinggal hp, dan waktu dikembalikan oleh resepsionis, hp saya telah di utak atik oleh room boy yg menemukan (semua contact, sms, foto, data hilang) & lebih parahnya aplikasi whatsapp saya dipakai! ketika sy hub hotel baru dikembalikan, pdhl sebelumnya sy berusaha tlp ke hp tsb namun tdk prnh diangkat! ????????????????",0
"Air panas nya tidak nyala, snack dri airy tidak ada mohon untuk pelayanan nya di tingkatkan lagi",0
"tidak ada tissue di kamar mandi,kamar di lt 3,tdk ada info saat pemesanan",0
"Pertama masuk kamar bau, handuk dah jelek, lampu meja mati 1, gak ada tisu, tv tabung, lingkungan hotel banyak pub dan wanita malam gak cocok bt keluarga, sarapan biasa saja, staf hotel ramah",0
"Kamar cukup puas, kebersihan, kelengkapan pun puas.cuman kurang puas dengan kondisi wifi yg terhubun",1
"Nyaman, bersih, oke pokoknya cocok buat yang mau liburan dengan budget minim",1
ac tidak nyala,0
Padahal udh booking pas masuk check in malah kamarnya udah full tidak profesional . ,0
Acnya dingin air panas kurang maksimal dan kebersihan perlu ditingkatkan... bnyk nyamuk dan terlihat ada kecoa di kamar... ,0
hotelnya nyaman sih.tapi ac nya dikecilin tetap dingin.dimatikan pun gk bisa...selimutnya juga kurang tebal.tidur semalaman jadi kedinginan.,0
kurang persiapan. mungkin pelayanan dan fasilitas bisa ditingkatkan lagi,0
"Proses chek in lama untuk prepare kamar,  kamar kurang baik ac bocor dan tidak dingin",0
airnya bau ,0
"staff nya ramah dan baik namun saluran tv hanya tvri, wifi lemot, sinyal hp gsm jg suka menghilang perlu ada penguat sinyal.",0
"satu yang kurang, showernya ga pake air panas padahal itu yg penting",0
"tempatnya sich,  Ok
lokasinya jg dkt dgn aneka kuliner. 
karyawan hotel ramah. 
Tapi,
Kondisi dlm kamar bikin tak nyaman. 
kaca menuju balkon retak (membahayakan bgt bagi penghuni yg bawa ank kecil spt saya) 
Lantai di bawah ranjang & teras balkon kotor.
toiletnya lbh parah lg. 
",0
"hotel airy gajahmungkur ini, lebih terkenal dengan nama hotek elizabeth,,, dekat dengan halte brt elizabet, nyaman,, ",1
"kamarnya bersih,ada free snack dikamar dan air nya juga lancar, tapi sayang pintu kamar mandinya handle nya rusak,jadi susah ditutup dari luar, sarapan nya dihati pertama cm nasi uduk yg telah dibungkus,hari ke duanya cm dpt roti tawar 3 biji..
",0
kamar tidak kedap suara. langkah kaki di lorong berisik. suara depan kamar terdengar jelas sekali. tidak cocok untuk mencari suasana tenang.,0
"Kamar kotor, sprei tidak putih, brisik sekali",0
"tidak sesuai dengan harapan yg ada di foto
tata ruang terlalu di paksakan. sempit.
kebersihan kamar juga kurang.
",0
"jelek sekali kamarnya.... kasur ga enak...ac lemah syahwat

kapoookkkk kmpretttt",0
"BANYAK DEBU , TEMPAT NYA KOTOR DAN JOROK . SETIDAK NYA WALAUPUN BIASA SAJA SEHARUS NYA LEBIH BERSIH :)",0
"Fasilitas tidak sesuai dengan deskripsi, seprei kotor, bantalnya sekeras kayu,bantal Airy dan selimut penuh dengan noda putih gak jelas.",0
"Kamar nyaman, fasilitas cukup lengkap dari air hangat sampai TV kabel",1
airnya tidak bersih,0
"pintu kamar mandi hampir lepas, resepsionis tidak selalu ada.",0
internet payah tempat seram,0
hari pertama tidak dapat sarapan,0
Perlengkapan handuk dan sandal hotel tidak ada,0
"No hot water, no wifi, tap water di wastafle rusak, kamar mandi kotor, buuh renovasi. ",0
"kamarnya bersih..hanya saja wifinya tidak bisa digunakan,dan ranjang kasurnya sangat rawan roboh.tlg diperbaiki dan ditingkatkan.tks",0
"just for reminder, please update your term and condition about midnight check in so the guesses will prepare for that",1
"kamar buruk...  bantal kotor&bau...  bed cover banyak bercak2... wc kotor dan bau...  cat tembok pada mengelupas...  pagi2 denger suara kamar sebelah lagi gituan,,,  kamar kurang kedap",0
"Tidak ada sendal, ac tidak berfungsi dengan baik",0
lorong hotel terlalu berisik . perlu diberi  karpet agar lebih kedap suara . . kamar hotel.cat nya banyak yg terkelupas . agak menjijik kan . kebersihan kamar mandi kurang . kaca2 nya kotor . saya rasa perlu berbenah hotel ini. sayang bangunan nya sudah kelihatan megah soalnya .,0
"Fasilitas air untuk mandi sedikit keluar nya, tidak ada televisi atau televisi tdk bisa digunakan ( Mati ), tidak ada tissue. ",0
"resepsionis kurang ramah,  breakfast kurang sedap,  kasur bau tidak enak / apek",0
"kamarnya pengap, spray tidak pernah diganti, bekas rokok, jendela tidak bisa dikunci, banyak nyamuk",0
saya tidak jd menginap..karena bgitu smpai bingung carinya yg mana. harusnya di kasih jelasa nama hotelnya jd mudah mencarinya.tks,0
"+Kamar bersih, saya suka untuk settingan towel art di bed nya, staff very helpfull.",0
Saya tidak jadi menginap karena istri saya tiba tiba sakit.,0
Pintuny sush dbk..bak mndinya g ad ttpny jd g bs nyimpn air..tlp kmrny rsk..lenX tlg dpbaiki..biar mkin nymn fsilitsny..utk slbhny bgs.. ,0
utk kasur masih ada kuti kasurnya krn badan sy ada bekas gigitan hewan kecil dan msh menemukan kutu mati.tlg diganti kasurnya atau dilakukan gen.cleaning pd kasur tersebut agar tdk ada kutu kasur lagi.ty,0
"Kamar mandi:
- lantai berkerak kotor
- banyak muncul ulat kecil hitam
- ",0
Banyak Kecoa Kecil2 kamarnya,0
"kurang bersih airy di sini.
isi kolkas ad sisa asbak
tisu aqua gk di sediakan
sower rusak smpai banjir
huft
",0
Belum waktu checkout sudah diketok ketok suruh keluar haha bad banget. Sepele itu saja membuat konsumen tidak nyaman. Padahal saya sebelumnya nyaman sekali disini,0
"kamar 211 ada penunggu nya 
tadi kami di ganggu
mau kasih tau aja, semoga ga ada lagi yg ganggu
sempet kenapa2 dgn pasangan saya pas di kamar",0
"PARAH banget ini hotel !
Saya uda booking dr 10 hari sblm nginep , pas hari-H dgn arogannya penjaga hotel bilang klo hotel sdh full krn dblok 1 rombongan.. Dan stlh komplain k airy tnyata airy jg dgn santai menawarkan refund.. Jadwal liburan sya jdi kacau semua..
SANGAT MENGECEWAKAN!!
Hati"" aja deh skrg klo mau booking d sini..
",0
"pelayanan kurang baik orang2nya cuek pada customer
rooms kurang bersih..
AC ga dingin..
toilet bau banget..
springbednya ambles buat 2 orang
ga nyaman deh pokoknya ..
mohon diperhatikan
kenyamanan customer itu yg lebih utama",0
"Pelayan kurang ramah, keran kamar mandi bocor air tergenang di lantai ",0
"WC MAMPET, TIDAK ADA JENDELA SEPERTI DI FOTO YANG TERCANTUM DALAM AIRY . LIFT MATI, SUASANA HOTEL BERISIK.",0
"(-)kamar yg di terima gak sesuai yg di pesan, gk di kasih sabun mandi, ac nya gak dingin
(+)breakfast nya enak",0
sangat kecewa kamar tdk brsih n kmar mandi showernya tdk berfungsi,0
"strategis, pegawai hotel ramah (cukup membantu), tapi di kamar mandi saluran pembuangan air agak mampet (lama turunnya), jd mandi harus becek2an, air keran (bukan shower) kecil, menurut saya handuk+sprei+selimut agak kotor dan bau (tingkat penilaian bersih setiap orang beda2). saran : lebih ditingkatkan kebersihannya....",0
Kamar apek dan kebersihannya kurang diperhatikan.,0
"Secara umum bagus bersih utk unitnya, resepsionis sangat membantu
Kran Air panasnya tidak panas",1
wcnya kurang bersih,0
b aja ah,0
banyak aturan,0
boong,0
Tempatnya lumayan dingin tapi showernya rusak jadi hanya keluar air panas saja,1
ac kurang dingin.. wifi lemot.. tapi suasana hotel nyaman dan breakfastnya enak. stafnya juga ramah,0
"bersih, hanya sayang nya nggak ada sendal hotel dan suara dari luar kedengaran ,sdkit masukan tolong ditambah peredaman kamar sehingga tamu bisa nyaman tanpa suara brisik.",1
"Lokasi strategis. Fasilitas lumayan. Air panasnya kadang tidak keluar. Dapat bonus extra bed, lumayan buat kami yang membawa 2 balita :)",1
"sudah booking kamar, sampai hotel di blg kalau ttpe kamar yg sdh d booking sdh dtempati tamu lain dg alasan DIPERPANJANG, meski dberikan solusi, tp buat apa donk FUNGSI DARI APLIKASI PEMESANAN AITY ROOMS. sekian",0
"pokok klo mau brmlm di Airy saran sy jgn di sini, cari Airy yg lain aja. WiFi dan air mati,  karyawannya sgt tdk ramah. ",0
ga sesuai ekspektasi.. ekpektasi aku ketinggian ternyata biasa aja.. huhuhu.. dengan rate segitu sih agak kemahalan ya.. tapi enak sih .. cukup nyaman dan bersih,0
Kecewa dengan hotel ini karena wifi bermasalah staff uda di panggil tapi ga bs menyelesaikan masalah. Dan di dpn kamar ada telpon yang sangat mengganggu tidur karena selalu berdering terus ,0
seprei nga diganti. handuknya kucel,0
"SAya menginap tidak full satu hari krna beberapa hal : 
1. Bantal yg disediakan tidak layak (keras,  wrna bantal coklat, ukuran kecil) 2. AC perlu di cek lg krn bunyinya keras didlm ruangan dan suhu sdh 18 tidak terasa dinginnya. 3. cat tembok di kmr mandi perlu diperbaiki lg krna byk yg mengelupas 4. air panas lama keluarnya kira"" selbh br kluar. ",0
Harga terjangkau dan memuaskan.,1
Room jorok,0
"ruangan dan fasilitas lumayan, hanya saja yang paling mengganggu adalah banyak sekali nyamuknya. membuat tidur tidak nyenyak",0
Bising dan juga AC g berfungsi dengan baik,0
"tempat ok, kamar bagus dn bersih dgn hrga murah,, hanya receptionis nya jutek saya harap dengan custmer harus ramah meski sedang badmood",0
Soalnya saya tidak pesan makan di hotel ini,1
"Kamar lembab, ventilasi kurang. Exhaust fan di kamar mandi juga rusak",0
"1. kalau pelayanan oke, promo nya menarik, pelayanan nya baik dan melayani.
2. kalau kamar kurang, seprei bantal kotor, handuk kotor, kamar mandi juga kotor, kolam renang juga kotor, kalau rasa makanan oke lah lumayan
3. Ac bagus, dingin, TV kabel oke.",0
gak di fasilitasi handuk.... sangat di sayangkan,0
Kamar sesuai dg foto dan benar2 bersih,1
serem :((((((( bau apek kamarnya juga,0
"Bonus makanan hanya disisakan biskuit, minuman juga tidak ada.",0
"kamar sempit, tidak sesuai harga, air panas eror, channel tv sdkit, ac lumayan dingin,,",0
"Kamarnya BOCOR nomer 427, lantai akses ke kamar licin kalau hujan ",0
"l
",0
Kamar tidak dibersihkan setiap hari,0
"Lift kaya mau roboh, shower macet, kamar bau. Resepsionis tdk ramah kaya memperlakukan tamu kelas 3. Sangat kecewa tolong dong airy murah jgn murahan kualitasnya di jaga bnr2",0
overall everything was good before i took a bath. showernya rusak tidak bisa mengeluarkan air dengan baik. kasurnya cukup nyaman tetapi bantal terlalu tipis dan kurang nyaman. ac kurang dingin. but the price is affordable enough. thx airy,0
"1. plang airy tidak dipasang sehingga kesulitan cari alamat
2. kamarnya kecil sesak
3. pintu sudah di slot tapi msh bisa dibuka
4. air panas tidak keluar
5. suguhan gratis tidak ada Snack lagi
6. wadah toiletery yang diberi mirip dengan bungkus sextoys dildo
7. remote AC tidak berfungsi. saya kedinginan!
8. pintu kamar mandi rusak jebol bolong.",0
"sangat kecewa banget... booking jam 22.00 .. dalangsung bayar pake mbanking..  jalannya rusak gelap dan jln kecil... hahahahah serasa kena tipu level 1.. 
tiba di pengiapan suasana sepi karena udah jam 23.00wita. gelap keluar mobil karena saya nyetir sendiri seperti gak percaya  apa benar ini tempatnya.. dan ternyata iya.
GAK REKOMEN.  MNGECEWAKAN.",0
"chek in ribet, staf hotelny unprofesional, lelet,kurang bersahabat, kamar juga bau asap rokok pdhl label pintuny non smoking room tp disediain asbak,kirain sesuai gambar kamarny malah beda, kamar juga tyt belom smpt di pel lantainya, kita masuk kamar cs malah baru bersihin kamar mandi,parkir motorny jueleek bgt not recomended ",0
"permintaan yang saya catat di aplikasi ,gak berjalan ,sangat kecewa sebenar nya,",1
mantappp..  enak bgt nginap disjni,1
Kamar pengap sekali,0
sayang sekali di kedatangan ini tidak mendapatkan kamar dengan standard Airy Room,0
"pelayannya tidak baik, kurang ramah. tamu merasa terganggu apalagi suasananya itu seperti kos""an krna pda rame sekali. gk ada pengharum ruangan juga. kurang bersih di dlm ruangannya. 
semoga ada peningkatan pelayanan nya dari segi manapun. password wifi aja smpe hrs tanya dulu
",0
"kamar ga sesuai di photo,kamar mandi juga,shower ga bisa digunaiin gimana mandinya,wcnya rusak,kamar rada bedebu,sprainya buluk warnanya,selimut bedebu,tv kresek2 semua cuman beberapa yg bagus..... suara yg dri luar kedengeran kedalam jadi rada berisik",0
slow respon..not hospitality Staff..pegawai sering gk ad d tempat..kolam renang kotor,0
"dapat kamar lantai bawah, ac kadang gak bisa hidup, lembab kamarnya. sinyal wifi susah terjangkau, sinyal hp hilang ??",0
"banyak sarang laba2 dimana2 , masuk gang sempit, kemudian kolam renang warna airnya agak keruh. kecewa buangett sih. di foto sepertinya 360 derajat beda. ",0
" pelayanan baik selama 24jam. lokasi dekat dengan beberapa lokasi liburan. memang tidak ada sarapan,",1
"sy menginap di kamar 304, wc nya sangat kotor, tdk ada semprotan air & tdk disediakan air mineral maupun peralatan mandi.",0
"kurang nyaman..WiFi gak bisa ..tempat
 nyuci bocor..pas mandi tergenang salular gak lancar",0
saya tidak jadi menginap karena saya yg salah pesan tanggal dan tidak dapat di undur,0
"spreinya kotor seperti tidak di ganti,,banyak noda2,dekat dengan st solo balapan..tolong di tingkatkan lagi.terima kasih",0
"Tulisannya dapet sarapan, ternyata gadapet. Saya dpet kamar pling pojok yg dipisah sendiri. Kotor jorok. Berdebu. ",0
d sini d bilang ada twiin bed.  setelah d tempat d bilang gak ada yang twin..  pelayanan lambat.. minta make up room lama. laundry gak ada..  mau nyetrika baju pun nggak bisa .,0
"handuk sobek/grepes, kamar mandinya jelek
",0
"recomended deh bro, yg budget pas2an boleh langsung..",1
Fasilitas oke. Kamar bersih dan wangi cuma harganya mahal. Karena booking langsung lebih murah. ,0
selalu bermasalah dengan ketidak tersediaan handuk,0
"Tidak ada Lift, dan posisi kamar Airy Room di lantai 3",0
"Pengalaman saya ini baru first time banget menginap di airy rooms, jadi saya dan sekeluarga mencari yang dekat dengan lokasi ujian stan waktu itu, pertamanya bingung karena lokasinya agak sembunyi gitu first time ekspetasi besar gitu dari luar ternyata enggak dari luar kecil kan kaget juga terus pas sudah check-in langsung lah ke kamarnya ternyata kamarnya bagus banget bikin nyaman itu prioritas, apalagi dari airynya juga dapat cemilan gitu ini yang ngasih nilai plus juga sih cuma minnya air hangatnya tuh kurang berfungsi jadi ya gitu. Terima kasih",1
wifi nya sering mati dan komplain tidak di tanggapi..handuk harus di minta baru di antarkan,0
"Ga ada tissue, wifi harus diminta dulu, tengah malam kebangun karna token listrik kamar habis, dan harus di beri tau dulu baru nyadar. Ga ada cermin. ",0
Sprai bau iler,0
tempat nyaman dan bersih. tapi sayang banget pelayanan fasilitas kurang. tidak tersedia perlengkapan mandi padahal di aplikasi tertera jelas bahwa tempat ini menyediakan fasilitas tersebut. apa karna saya menggunakan voucher local guides senilai 200rb jadi tidak mendapatkan fasilitas tersebut? ,0
kamar mandi ada yg kotor dan bau ,0
"fasilitas kamar (selimut), sekuriti untuk penjagaan area parkir, dan kontak untuk akses tamu ke CS.",0
Toiletnya kurang bersih sama sarapannya seadanya bgt ,0
"kamar losmen kelas 0
hrg mahal tanpa breakfast
ac ga dingin
seram
pokoknya ga bnget deh di kasih nginap gratis pun ga mau dah....",0
"ACnya kurang dingin , lemari pendingin kurang dingin kayaknya kehabisan freon, pagi hari listrik saya mati. Tapi langsung ada petugas yang membuat listrik menyala kembali. ",0
"kamar sempit banget,ada air bocor",0
Shower ga nyala,0
Udah tua,0
Everything is good Welcome snack Brakfast oke But the bathroom are not good. The shower was broken. Door can't closed. I thinke its need to be fix asap,1
"Jendela tidak seperti gambar , tidak ada sandal . terasa lebih sempit tak seperti gambar",0
"kelebihan nya: kamar luas, dan cukup bersih, petugas ramah.
kekurangan nya: air panas lama dan tidak panas, tombol pengatur shower rusak. Wifi gak sampe kamar, jendela tidak dapat dibuka.",0
"Kamar kotor, saluran kamar mandi mampet, air kotor keluar dari kamar mandi. Terpaksa pindah hotel.",0
"Lumayan bersih dan nyaman, tersedia air mineral botol tapi ternyata berbayar.",1
"kamar mandi kurang bersih, showernya rusak, sepreinya juga ga bersih ada bercak",0
"pelayanan kurang, ac blowernya brisik, air panas ga ada remot tv ga ada , komplan ga ada tanggepan minta d benerin -_-
",0
Bagus dekat kemana mana.pantai legian.kuta.monmen bom bali.dobel six,1
reception tidak ada di tempat,0
"Fasilitas, interior & kamar butuh banyak pembaharuan karena banyak yang rusak.",0
saya memesan kamar double tapi yang ada kamar twin dan ternyata untuk superior hanya ada twin. lalu tidak diberitahukan saat check in.,0
"kurang bersih, tidak ada air minum galon,
 receptionisnya ada yg mainan hp pakai headset dibelakang terus",0
"banyak nyamuk, selimutnya kotor dan lantainya byk pasir sepertinya udah setahun gak di sapu.,.",0
spreynya kasar...airnya juga bau,0
"selimut cuma satu, ",0
wifi ga nyala,0
"Pelayanannya kurg, lokasi hotel yg dimaksud berbeda.",0
Dapat kamar lantai 3 trus liftx tdk berfungsi,0
ga berkesan sama sekali... yg paling mengecewakan kamar mandinya...  cuma disekat dan ga ketutup full..  mau pub di kamar sendiri aja sampe sungkan.. ,0
Terimakasih airy dan terimakasih hotel museum batik. Hotelnya recomended.tempatnya dekat kemana2. Ga,1
"saluran air pembuangan di toilet kurang miring, jadi air lambat terbuang. selebihnya bagus.
",0
ga dapet snack seperti kamar airy lainnya,0
"Water heater doesn?? work, tv kabel too & wifi connection so poor",0
"kurang
",0
"Tempat ternyaman di lokasi senayan, pelayanannya ramah dan recommended banget buat traveler dari kota jauh dan lokasinya di dekat tidak.",1
"airy terburuk selama berlangganan Airy room...pertama dikasih kamar yg belum siap pakai, blm di bersihkan. ada bekas bocor di plafon, kamar mandi di buka banyak nyamuk, debu byk menempel. saya pesan type airy yg masih ada 4 kamar tp di kasih kamar paling atas yg kondisinya begitu. air panas tidak berfungsi normal krn listriknya tidak kuat.",0
"sangat bising,berisik,padahal udh complain ke resepsionis,tp mash az berisik,udh gtu sarapannya jam 9 jadwalnya,itu sarapan apa makan siang.",0
Tempat parkir mobil yang terbatas,0
foto (gambar) tidak sesuai asli,0
"Nyaman sekali, harga murah tapi fasilitas tidak murahan",1
"Kamar dan suasana sudah sangat baik, hanya kebersihan perlu sangat ditingkatkan. Kerak2 di kamar mandi sangat mengganggu. Belum lagi di depan kamar, sangat di sayangkan sampah bertebaran dimana mana",0
"kamarnya lembab, baunya kurang sedap",0
